data;ppt;t_max;t_med;t_min;ur_max;ur_med;ur_min;rad_global;rad_liq;v_max;v_med
2008-10-06; 10,000;19,260;17,550;16,410;100,000; 99,900; 100,600; 3,455;-0,541; 6,200;1,274
2008-10-07;  0,600;24,890;19,630;16,130;100,000; 95,700;  75,600;14,112; 6,319; 6,950;1,175
2008-10-08;  0,000;22,220;17,900;14,860;100,000; 88,700;  70,700;15,375; 6,999;11,450;3,669
2008-10-09;  0,000;24,030;18,410;13,950; 94,800; 81,100;  57,980;20,511;10,190; 9,950;3,166
2008-10-10;  0,000;28,520;20,890;12,630;100,000; 77,900;  46,160;25,552;12,780; 7,700;1,667
2008-10-11;  8,100;28,790;20,440;14,590;100,000; 89,000;  51,090;19,313; 9,270; 6,950;1,033
2008-10-12;  3,000;29,130;22,320;17,760;100,000; 87,000;  57,280;19,360;10,630; 5,450;1,017
2008-10-13;  0,000;32,930;25,090;17,200;100,000; 76,400;  42,560;24,359;13,020; 6,200;0,884
2008-10-14;  0,000;34,180;26,430;17,870;100,000; 69,030;  31,040;26,727;13,920; 8,450;1,256
2008-10-15;  0,000;34,890;26,870;18,450;100,000; 68,350;  24,910;25,370;13,310;10,700;1,154
2008-10-16;  0,000;34,800;25,280;19,100;100,000; 79,400;  34,960;24,276;12,770;11,450;1,764
2008-10-17;  0,000;29,220;23,010;18,800;100,000; 85,000;  61,420;19,159; 8,660; 9,950;2,466
2008-10-18; 10,800;26,050;20,750;16,700;100,000; 96,900;  75,200;12,978; 5,789;12,950;1,414
2008-10-19;  3,300;23,650;19,800;17,660;100,000; 97,300;  81,200;11,534; 4,661; 9,200;2,191
2008-10-20;  0,000;28,710;22,860;17,420; 98,700; 82,700;  57,100;21,111;11,370; 8,450;1,828
2008-10-21;  0,000;28,790;22,650;17,670;100,000; 88,700;  58,430;19,448; 9,870; 6,200;1,003
2008-10-22;  0,800;27,550;22,790;19,870;100,000; 91,100;  61,970;12,480; 5,719; 7,700;0,659
2008-10-23;  0,000;31,820;25,120;18,160;100,000; 79,000;  46,690;21,511;11,670; 6,200;0,770
2008-10-24;  0,000;34,090;26,820;19,960;100,000; 72,900;  38,220;22,167;11,290; 5,450;1,124
2008-10-25;  4,900;35,450;26,550;19,820;100,000; 77,400;  33,430;23,880;12,640; 7,700;1,264
2008-10-26;  0,000;34,880;26,820;18,670;100,000; 69,450;  22,640;23,445;12,130; 9,200;1,365
2008-10-27;  0,300;31,890;25,770;21,210;100,000; 81,500;  54,960;14,788; 7,180; 9,200;1,258
2008-10-28;  0,000;29,500;23,060;18,370;100,000; 88,200;  65,620;21,198;10,630; 6,200;1,747
2008-10-29; 21,200;34,260;23,810;17,590;100,000; 86,700;  50,480;23,541;13,190;12,950;1,412
2008-10-30;  1,100;28,640;23,280;18,340;100,000; 89,500;  64,960;15,767; 7,550; 8,450;1,625
2008-10-31;  0,000;26,770;21,740;17,240;100,000; 90,000;  71,400;20,086;10,580; 8,450;2,206
2008-11-01;  0,100;30,300;22,830;16,140;100,000; 82,000;  57,880;25,444;13,960; 6,950;1,454
2008-11-02;  0,100;29,280;23,420;19,340;100,000; 93,100;  68,090;13,196; 6,306; 7,700;1,510
2008-11-03;  0,500;29,420;23,820;19,550;100,000; 87,100;  56,830;18,382; 9,050; 8,450;1,401
2008-11-04;  0,000;30,700;24,170;17,920;100,000; 81,800;  58,150;24,430;12,830; 7,700;1,409
2008-11-05;  0,000;29,270;23,840;19,090;100,000; 85,900;  55,100;13,444; 5,433; 6,200;0,788
2008-11-06; 10,800;27,280;21,470;19,080;100,000; 99,900;  82,000; 8,703; 2,677;13,700;0,932
2008-11-07;  1,000;26,260;21,540;19,230;100,000; 98,800;  79,800;10,575; 4,617; 8,450;0,764
2008-11-08;  0,000;30,090;23,960;18,910;100,000; 88,600;  61,090;25,129;13,640; 6,950;1,368
2008-11-09;  0,000;32,550;25,000;18,130;100,000; 79,300;  44,820;25,835;13,980; 6,200;1,053
2008-11-10;  0,000;29,960;23,510;19,440;100,000; 87,900;  61,150;21,701;11,380;10,700;1,712
2008-11-11;  0,400;28,480;23,380;19,180;100,000; 85,800;  64,280;17,515; 8,140; 7,700;2,037
2008-11-12;  0,100;29,380;21,920;16,950;100,000; 89,500;  59,220;18,263; 8,970;10,700;1,541
2008-11-13;  0,000;28,630;22,300;16,290;100,000; 87,800;  62,220;19,886; 9,890; 5,450;0,968
2008-11-14;  3,500;31,060;24,050;19,100;100,000; 85,800;  51,890;24,993;12,680; 9,950;1,488
2008-11-15;  0,000;32,840;25,410;17,790;100,000; 72,000;  34,570;29,511;14,950;10,700;1,555
2008-11-16;  0,000;33,540;24,700;17,350;100,000; 75,500;  34,030;24,514;12,080;10,700;1,876
2008-11-17;  0,000;28,160;22,720;18,170; 99,000; 84,200;  61,970;20,721; 9,450; 9,950;2,785
2008-11-18;  0,000;29,700;22,230;17,190;100,000; 81,300;  48,960;20,951; 9,450;12,200;2,196
2008-11-19;  0,000;28,490;20,670;14,980; 97,800; 76,600;  47,100;27,996;12,780; 9,950;2,769
2008-11-20;  0,000;28,690;20,570;13,610;100,000; 72,200;  38,110;30,242;13,590; 9,950;2,996
2008-11-21;  0,000;29,260;20,820;14,860;100,000; 77,300;  41,370;25,097;11,540; 8,450;1,913
2008-11-22;  0,200;29,210;21,410;16,680;100,000; 85,400;  48,040;15,797; 6,457; 9,950;1,420
2008-11-23;  2,800;29,350;21,240;16,880;100,000; 89,700;  52,830;20,533; 9,400; 6,950;1,129
2008-11-24;  0,000;30,000;21,790;16,070;100,000; 85,500;  47,030;25,556;11,920;13,700;1,454
2008-11-25;  0,000;29,990;22,230;16,160;100,000; 83,500;  49,760;22,448;10,710;10,700;1,565
2008-11-26;  4,800;29,800;20,840;17,630;100,000; 92,600;  53,630;16,047; 6,772; 9,200;1,313
2008-11-27;  0,000;30,330;22,450;16,000;100,000; 85,800;  50,500;27,037;13,750;10,700;1,804
2008-11-28;  0,000;30,750;23,370;17,090;100,000; 79,500;  46,160;25,928;12,310; 9,950;1,937
2008-11-29;  0,000;31,140;23,770;17,470;100,000; 76,900;  44,830;27,248;13,220;10,700;2,118
2008-11-30;  0,000;32,160;23,880;16,960;100,000; 78,100;  37,240;26,592;12,540;11,450;1,646
2008-12-01;  0,000;33,980;25,260;16,130;100,000; 71,600;  35,160;29,789;14,820; 6,950;1,031
2008-12-02; 32,200;33,810;24,660;19,530;100,000; 81,100;  42,760;20,083; 9,270;10,700;1,317
2008-12-03;  0,600;27,510;21,650;16,060;100,000; 85,500;  44,650;21,399;10,070; 9,200;2,036
2008-12-04;  0,000;26,880;19,870;13,460;100,000; 75,600;  41,780;26,660;11,700; 9,950;1,655
2008-12-05;  0,000;29,590;21,500;13,520;100,000; 72,000;  35,440;28,813;13,250; 8,450;1,775
2008-12-06;  0,000;31,210;22,950;14,770;100,000; 71,400;  35,570;28,562;13,970; 9,200;1,458
2008-12-07;  0,000;33,430;23,930;15,320;100,000; 69,520;  29,700;31,499;15,410; 9,950;1,335
2008-12-08;  0,000;33,440;25,310;17,160;100,000; 71,500;  34,170;28,587;14,360; 6,950;0,932
2008-12-09;  0,000;34,780;26,980;18,520;100,000; 68,360;  32,430;25,486;13,670; 5,450;0,648
2008-12-10; 13,100;34,180;24,670;20,110;100,000; 85,000;  38,430;19,867; 9,710;18,200;1,675
2008-12-11; 19,500;26,690;22,300;18,780;100,000; 98,500;  78,400;12,180; 5,311; 7,700;0,986
2008-12-12;  1,300;24,680;20,720;17,480;100,000; 90,800;  72,000;12,056; 5,263; 8,450;2,504
2008-12-13;  0,000;27,460;21,090;16,580;100,000; 81,600;  57,360;24,108;11,100; 9,950;2,532
2008-12-14;  0,000;28,660;21,150;15,700;100,000; 89,900;  63,490;20,089; 9,790; 8,450;1,404
2008-12-15;  0,000;28,490;22,160;18,450;100,000; 89,700;  60,830;16,333; 8,050; 5,450;0,827
2008-12-16; 18,100;24,280;20,910;18,550;100,000; 97,400;  84,400;14,050; 5,141; 8,450;1,331
2008-12-17;  2,800;29,680;22,530;18,260;100,000; 87,600;  50,700;27,055;14,660;10,700;0,993
2008-12-18;  0,000;28,880;22,840;17,670;100,000; 88,300;  60,570;19,397;10,050; 9,200;1,333
2008-12-19;  0,000;29,860;22,320;16,840;100,000; 89,900;  60,090;21,431;11,240; 8,450;1,174
2008-12-20; 19,100;29,510;21,790;18,860;100,000; 94,800;  59,890;21,517;11,020; 9,950;0,740
2008-12-21;  0,400;28,670;21,320;17,260;100,000; 97,900;  66,490;15,307; 7,520; 6,950;0,615
2008-12-22;  1,900;29,920;22,100;18,740;100,000; 96,800;  58,550;20,451;10,820; 7,700;0,738
2008-12-23;  0,000;30,900;24,260;18,720;100,000; 88,700;  55,690;30,136;16,670; 7,700;0,972
2008-12-24;  5,400;31,250;25,000;20,740;100,000; 89,000;  59,300;23,197;11,510; 8,450;0,788
2008-12-25; 26,300;28,130;21,880;19,550;100,000; 99,900;  74,600;12,276; 5,204; 7,700;0,824
2008-12-26;  0,000;27,340;22,420;18,310;100,000; 92,400;  69,560;21,626;11,000; 9,950;2,450
2008-12-27;  0,000;28,850;22,260;17,540;100,000; 85,900;  61,950;20,354;10,860; 8,450;2,255
2008-12-28;  0,000;30,580;24,130;17,630;100,000; 85,500;  60,550;22,654;11,420; 7,700;1,233
2008-12-29;  0,000;33,380;25,320;18,800;100,000; 85,400;  45,030;28,625;15,080; 5,450;0,756
2008-12-30;  0,000;32,510;25,550;18,800; 99,700; 75,400;  44,030;30,743;15,460; 8,450;1,704
2008-12-31;  2,900;31,030;23,520;19,460;100,000; 92,200;  66,150;19,657; 9,720;10,700;1,378
2009-01-01;  1,000;28,400;23,750;20,310;100,000; 94,500;  70,100;17,468; 8,590; 3,950;0,472
2009-01-02;  4,100;25,760;22,880;20,660;100,000; 99,500;  86,000;13,629; 6,347; 6,950;1,070
2009-01-03;  0,900;26,340;22,610;20,630;100,000; 98,600;  81,900;10,783; 3,725; 8,450;1,295
2009-01-04;  2,500;21,790;19,240;17,490;100,000; 98,100;  83,300; 7,650; 1,484; 8,450;1,257
2009-01-05;  0,000;26,100;20,240;15,770;100,000; 88,500;  64,970;20,424; 9,890; 8,450;2,441
2009-01-06;  0,100;28,010;21,280;15,880;100,000; 85,100;  52,100;21,479;11,150; 9,200;1,589
2009-01-07;  0,000;30,200;22,900;15,900;100,000; 81,800;  41,170;23,787;12,000; 7,700;1,174
2009-01-08;  0,000;32,170;24,740;17,220;100,000; 75,400;  37,630;22,855;11,870; 8,450;1,069
2009-01-09; 12,700;33,640;24,210;17,710;100,000; 82,700;  43,090;23,764;12,250; 9,950;0,846
2009-01-10; 16,700;31,420;24,710;19,640;100,000; 90,500;  58,620;24,148;13,800; 7,700;0,885
2009-01-11;  1,500;30,730;24,470;20,210;100,000; 89,200;  57,680;20,313; 9,870; 8,450;0,719
2009-01-12;  8,300;33,020;24,780;19,640;100,000; 89,500;  49,350;24,014;12,500; 8,450;0,887
2009-01-13;  0,800;33,730;26,650;20,030;100,000; 80,200;  44,290;25,539;12,730; 6,950;0,895
2009-01-14; 14,600;32,850;23,460;20,040;100,000; 93,800;  55,150;20,534;10,620;15,200;1,087
2009-01-15;  0,000;28,140;23,250;18,980;100,000; 91,200;  66,370;19,053; 9,430; 6,950;1,223
2009-01-16;  6,900;28,040;23,230;21,180;100,000; 97,100;  69,750;13,276; 5,748; 7,700;0,663
2009-01-17;  4,300;28,450;21,750;19,330;100,000; 99,900;  75,000;13,825; 6,250;14,450;1,159
2009-01-18;  8,900;27,550;22,350;19,540;100,000; 99,900;  82,300;16,279; 7,600;10,700;1,352
2009-01-19;  0,000;29,050;23,780;19,220;100,000; 93,800;  70,000;18,922; 9,870; 6,200;0,605
2009-01-20;  5,200;29,970;24,150;20,770;100,000; 95,800;  68,550;20,934;11,180;12,200;1,596
2009-01-21;  0,000;27,100;22,670;19,840;100,000; 90,900;  74,800;16,037; 8,440; 9,200;2,593
2009-01-22;  0,000;26,190;21,480;18,220; 98,100; 85,900;  71,400;18,491; 9,350; 9,950;3,407
2009-01-23;  0,100;27,910;21,890;16,870;100,000; 85,000;  60,960;21,058;10,320; 9,200;2,824
2009-01-24;  0,000;27,990;23,070;18,520;100,000; 86,700;  65,700;18,148; 9,670; 9,200;2,306
2009-01-25;  7,300;28,570;22,510;20,250;100,000; 98,100;  71,500;11,147; 4,773; 6,950;0,983
2009-01-26; 17,300;26,030;21,990;19,970;100,000; 99,900;  85,000;10,793; 2,851; 6,200;0,596
2009-01-27;  7,200;25,820;22,130;20,250;100,000; 99,900;  87,600;10,090; 2,253; 4,700;0,522
2009-01-28; 21,700;26,990;22,480;20,490;100,000; 99,900;  81,800;12,854; 4,792;11,450;0,795
2009-01-29; 13,700;27,310;22,540;19,690;100,000; 99,900;  80,600;12,998; 4,975; 9,950;0,954
2009-01-30;  3,400;29,760;23,420;20,790;100,000; 98,600;  71,400;18,748; 9,090; 7,700;1,047
2009-01-31;  0,100;31,520;25,020;20,060;100,000; 88,500;  53,760;24,257;12,590; 9,200;1,178
2009-02-01;  0,000;32,840;25,770;19,190;100,000; 82,100;  42,360;29,719;16,260; 7,700;0,860
2009-02-02; 21,700;30,550;23,320;19,790;100,000; 92,800;  62,890;17,085; 8,680; 9,200;1,014
2009-02-03; 12,900;30,090;24,050;19,610;100,000; 93,200;  67,480;22,037;11,670; 8,450;0,858
2009-02-04;  9,800;30,140;22,530;19,410;100,000; 99,800;  69,690;18,769; 9,650; 9,950;1,094
2009-02-05;  0,200;30,700;24,300;19,250;100,000; 89,600;  51,290;27,168;14,850; 7,700;1,107
2009-02-06;  0,000;32,420;24,840;18,620;100,000; 88,700;  53,960;25,466;13,510; 6,950;0,515
2009-02-07;  0,000;31,600;24,360;19,980;100,000; 94,400;  66,340;20,982;11,070; 6,950;1,104
2009-02-08;  4,400;31,500;23,540;20,460;100,000; 98,000;  69,940;17,475; 8,920; 9,950;1,116
2009-02-09; 11,700;30,530;24,220;20,860;100,000; 98,300;  71,900;17,351; 8,720; 6,200;0,671
2009-02-10;  0,200;29,470;24,120;21,640;100,000; 99,200;  78,100;12,542; 5,823; 6,950;0,687
2009-02-11; 10,600;30,520;23,880;21,230;100,000; 99,900;  74,900;13,629; 6,431;11,450;0,780
2009-02-12;  9,100;25,740;21,990;19,960;100,000; 99,900;  92,800; 8,001; 1,710; 9,200;1,304
2009-02-13;  0,300;23,440;20,770;19,450;100,000; 95,500;  86,100;11,848; 5,432; 9,200;3,045
2009-02-14;  3,300;27,470;21,660;18,370;100,000; 95,200;  75,400;14,764; 7,430; 8,450;1,711
2009-02-15; 15,200;28,460;22,310;19,920;100,000; 99,900;  77,900;13,089; 6,374; 7,700;0,815
2009-02-16; 15,300;29,210;23,600;20,060;100,000; 95,800;  67,090;16,283; 8,630; 6,950;0,858
2009-02-17;  0,000;32,330;25,040;18,840;100,000; 84,700;  44,970;25,220;13,880; 6,200;0,585
2009-02-18;  0,000;32,730;25,430;19,250;100,000; 85,100;  47,290;25,363;14,270; 7,700;0,902
2009-02-19;  0,000;32,620;26,280;20,670;100,000; 83,300;  52,690;25,707;14,250; 5,450;0,925
2009-02-20;  0,000;31,700;25,910;20,240;100,000; 84,800;  53,230;21,403;10,740; 5,450;0,629
2009-02-21;  0,000;33,330;26,520;20,420;100,000; 83,300;  43,560;24,618;13,240; 5,450;0,747
2009-02-22;  3,500;32,230;25,000;21,390;100,000; 92,000;  59,820;18,214; 8,770;11,450;0,620
2009-02-23;  0,300;32,930;24,740;21,050;100,000; 92,800;  55,290;23,323;13,670;10,700;0,889
2009-02-24; 16,200;29,660;23,200;19,700;100,000; 98,600;  63,490;16,847; 8,820; 8,450;0,896
2009-02-25;  1,000;26,590;21,780;20,090;100,000; 99,900;  83,700; 9,143; 2,925; 7,700;0,687
2009-02-26;  0,200;28,860;23,230;19,280;107,000; 96,300;  64,840;18,241; 9,080; 6,200;0,725
2009-02-27;  0,000;30,060;24,570;20,560;106,700; 90,200;  59,690;20,375;10,850; 6,950;0,887
2009-02-28;  0,000;33,400;26,160;19,740;106,700; 85,000;  45,020;26,800;14,990; 5,450;0,777
2009-03-01;  0,000;35,290;26,990;21,470;100,000; 85,600;  45,550;25,243;14,410; 5,450;0,856
2009-03-02;  0,000;34,260;27,190;20,090;100,000; 78,200;  43,690;25,601;13,840; 4,700;0,682
2009-03-03;  0,000;33,740;26,800;20,250;100,000; 79,600;  46,360;23,490;12,620; 8,450;0,808
2009-03-04;  0,000;33,340;27,280;22,190;100,000; 83,500;  53,350;24,348;13,430; 5,450;0,966
2009-03-05;  0,000;33,480;27,130;21,550;100,000; 84,800;  56,080;21,035;10,930; 5,450;0,679
2009-03-06;  0,000;34,610;26,980;19,870;100,000; 79,600;  39,360;22,771;12,820; 8,450;1,014
2009-03-07;  0,000;32,850;26,320;21,600;100,000; 85,700;  57,210;22,860;13,910; 8,450;1,440
2009-03-08;  0,000;33,460;26,040;19,650;100,000; 82,500;  48,760;23,748;13,540; 7,700;0,729
2009-03-09; 42,600;30,090;23,730;20,060;100,000; 94,000;  71,300;15,727; 7,870; 9,200;1,333
2009-03-10;  0,100;30,150;24,000;19,870;100,000; 93,500;  61,880;18,004; 9,240; 6,200;0,767
2009-03-11; 35,500;26,540;22,270;19,720;100,000; 99,900;  90,400; 9,678; 3,244; 9,200;0,588
2009-03-12;  9,900;30,170;24,430;20,390;100,000; 93,400;  65,420;20,858;11,790; 6,950;0,978
2009-03-13;  4,100;27,930;22,870;19,670;100,000; 99,900;  74,100;14,697; 6,836; 7,700;1,073
2009-03-14;  0,200;29,200;24,060;20,420;100,000; 92,700;  59,160;19,178;10,220; 6,200;0,801
2009-03-15;  2,200;29,340;22,660;19,250;100,000; 97,800;  70,800;16,677; 7,800; 9,200;0,599
2009-03-16;  0,100;31,260;23,650;17,100;100,000; 83,100;  38,770;25,193;12,590; 6,950;0,860
2009-03-17;  0,100;29,810;23,020;18,290;100,000; 93,100;  69,280;17,288; 8,650; 7,700;1,059
2009-03-18;  0,000;29,710;23,840;19,270;100,000; 88,000;  63,220;20,606;10,310; 7,700;1,926
2009-03-19;  0,000;29,840;24,250;19,870;100,000; 85,700;  61,100;18,706; 9,120; 9,200;2,320
2009-03-20;  0,000;27,460;23,190;19,160; 99,800; 87,500;  69,160;13,166; 6,047; 4,700;1,010
2009-03-21;  1,200;27,310;22,410;19,790;100,000; 95,800;  76,000;11,736; 5,390; 7,700;0,816
2009-03-22;  0,100;26,380;22,330;19,010;100,000; 97,100;  80,400;14,394; 5,952; 6,200;1,045
2009-03-23;  0,000;30,250;23,690;18,420;100,000; 88,600;  62,890;20,199;10,350; 8,450;1,137
2009-03-24;  0,000;29,510;23,250;17,610;100,000; 87,600;  59,430;19,896; 9,270; 8,450;1,751
2009-03-25;  0,000;29,610;22,550;16,200;100,000; 85,000;  58,030;20,357; 9,640; 8,450;1,749
2009-03-26;  0,000;29,950;22,810;16,180;100,000; 82,900;  53,560;22,095;10,890; 8,450;1,318
2009-03-27;  0,000;30,520;23,830;17,590;100,000; 87,400;  60,160;19,122; 9,680; 7,700;1,149
2009-03-28; 19,400;29,720;22,820;20,040;100,000; 97,200;  69,820;13,569; 6,770; 6,200;0,762
2009-03-29;  0,100;29,330;23,920;19,470;100,000; 92,000;  68,290;20,237;10,810; 7,700;0,804
2009-03-30;  1,100;28,600;23,390;19,780;100,000; 94,700;  72,300;14,043; 6,725; 8,450;0,608
2009-03-31;  0,100;30,180;24,000;18,930;100,000; 88,900;  57,490;18,993; 9,500;10,700;0,947
2009-04-01;  0,000;29,380;23,030;17,460;100,000; 83,700;  53,890;20,184; 8,490; 8,450;1,901
2009-04-02;  0,000;29,720;22,700;17,120;100,000; 81,700;  42,230;22,764; 9,720; 9,200;1,913
2009-04-03;  0,000;30,080;23,390;17,390;100,000; 82,800;  53,020;21,513;10,120; 6,950;1,582
2009-04-04;  0,000;29,400;23,120;17,440;100,000; 90,200;  64,690;18,948; 9,340; 6,950;0,743
2009-04-05;  0,200;30,940;24,800;21,030;100,000; 90,300;  61,280;16,881; 8,850; 5,450;0,981
2009-04-06;  1,300;26,410;23,010;20,480;100,000; 97,700;  81,600;12,672; 5,116; 6,200;1,376
2009-04-07;  0,100;28,510;23,380;18,780;100,000; 91,200;  70,500;17,000; 8,060; 7,700;1,300
2009-04-08;  0,000;29,680;23,040;17,960;100,000; 87,300;  60,220;19,389; 8,530; 8,450;1,581
2009-04-09;  0,000;29,190;22,970;17,200;100,000; 84,800;  56,160;21,361;10,120;10,700;1,062
2009-04-10;  0,000;30,980;23,270;16,990;100,000; 81,800;  40,300;22,596;10,870; 7,700;1,320
2009-04-11;  0,000;30,340;22,600;16,320;100,000; 80,500;  42,500;21,921; 9,880; 4,700;0,772
2009-04-12;  0,000;29,790;22,540;15,790;100,000; 87,800;  60,620;18,887; 9,100; 8,450;1,115
2009-04-13; 17,600;26,660;21,020;18,560;100,000; 99,900;  83,000;10,701; 4,213; 5,450;0,616
2009-04-14;  0,500;26,490;21,570;18,700;100,000; 99,000;  75,900;14,053; 6,125; 4,700;0,542
2009-04-15;  0,000;27,240;21,680;17,630;100,000; 90,500;  62,170;18,006; 7,440; 8,450;1,886
2009-04-16;  0,000;26,530;20,280;15,590;100,000; 85,900;  59,040;19,022; 7,320; 8,450;2,309
2009-04-17;  0,000;28,000;20,300;13,930;100,000; 80,500;  51,100;20,116; 7,990; 6,950;1,313
2009-04-18;  0,000;28,390;20,270;13,510;100,000; 83,300;  40,440;21,177; 8,340; 4,700;0,604
2009-04-19;  0,000;29,850;20,590;12,590;100,000; 80,500;  39,640;20,866; 8,390; 3,950;0,612
2009-04-20;  0,000;28,590;20,630;13,490;100,000; 82,500;  39,570;20,498; 8,230; 7,700;1,076
2009-04-21;  0,000;27,310;20,460;14,590;100,000; 87,700;  54,970;17,262; 6,879; 8,450;1,727
2009-04-22;  0,000;28,260;20,790;13,820;100,000; 87,000;  48,300;16,956; 7,480; 6,950;0,609
2009-04-23;  0,000;27,560;20,030;15,340;100,000; 92,000;  57,570;13,642; 5,646; 8,450;1,011
2009-04-24;  0,200;25,730;18,920;13,440;100,000; 94,500;  64,170;15,794; 6,720; 6,200;0,792
2009-04-25;  0,000;25,910;20,220;16,120;100,000; 90,700;  63,960;14,724; 6,048; 4,700;0,724
2009-04-26;  0,000;27,810;19,500;12,890;100,000; 91,100;  52,490;17,091; 7,090; 4,700;0,547
2009-04-27;  0,100;26,600;19,850;13,710;100,000; 90,600;  64,040;14,289; 4,897; 6,950;1,444
2009-04-28;  0,000;27,640;20,440;13,890;100,000; 87,300;  55,170;16,950; 6,496; 6,950;1,054
2009-04-29;  0,000;28,270;20,830;13,470;100,000; 82,400;  44,170;17,294; 6,756; 3,950;0,480
2009-04-30;  0,000;28,180;20,900;14,500;100,000; 77,400;  37,580;15,500; 5,373; 8,450;1,562
2009-05-01;  0,000;27,090;20,190;14,630;100,000; 80,400;  41,380;18,838; 6,701; 7,700;1,683
2009-05-02;  0,000;26,140;19,460;13,070;100,000; 88,000;  60,370;15,366; 5,650; 6,950;0,920
2009-05-03;  0,000;27,520;20,390;14,110;100,000; 86,700;  59,030;16,877; 6,959; 6,950;0,678
2009-05-04;  1,700;25,180;17,690;15,080;100,000; 98,700;  63,380;10,511; 2,827;17,450;0,806
2009-05-05;  0,200;26,290;19,230;13,710;100,000; 87,000;  53,770;18,643; 7,880; 6,200;0,806
2009-05-06;  0,000;27,480;19,410;11,680;100,000; 83,800;  45,170;18,114; 7,140; 6,950;0,879
2009-05-07;  0,000;26,880;19,820;13,520;100,000; 85,800;  54,970;16,043; 6,484; 4,700;0,716
2009-05-08;  0,000;27,640;20,190;13,840;100,000; 86,700;  53,360;14,792; 5,443; 3,950;0,586
2009-05-09;  0,000;29,880;21,360;14,250;100,000; 85,700;  48,370;12,932; 5,464; 7,700;0,846
2009-05-10;  0,000;27,950;21,390;16,470;100,000; 91,600;  61,030;14,104; 5,654; 6,950;0,642
2009-05-11;  0,100;29,040;20,700;14,220;100,000; 90,800;  52,500;16,136; 6,608; 4,700;0,643
2009-05-12;  0,000;30,440;22,170;14,950;100,000; 83,500;  44,840;17,332; 7,290; 6,200;0,805
2009-05-13;  0,000;29,960;22,010;15,180;100,000; 85,000;  48,900;14,192; 5,519; 6,200;0,711
2009-05-14;  4,800;30,250;21,930;15,400;100,000; 83,000;  44,640;14,970; 5,956;13,700;1,602
2009-05-15;  3,900;24,000;19,330;16,370;100,000; 99,900;  81,800; 8,241; 2,429; 6,200;0,804
2009-05-16;  0,000;23,030;17,430;13,170;100,000; 85,500;  50,850;16,968; 6,246; 7,700;1,264
2009-05-17;  0,000;25,800;16,770;10,500;100,000; 90,000;  57,040;16,924; 5,492; 4,700;0,601
2009-05-18;  0,100;26,370;18,130;11,280;100,000; 95,200;  66,900;14,902; 5,699; 3,200;0,370
2009-05-19;  0,200;26,600;18,460;12,110;100,000; 90,500;  41,640;15,844; 5,653; 7,700;1,144
2009-05-20;  0,000;25,890;19,380;14,170;100,000; 88,700;  62,510;15,327; 5,227; 8,450;1,839
2009-05-21;  0,000;26,370;18,820;12,440;100,000; 87,600;  48,780;15,958; 5,799; 5,450;0,555
2009-05-22;  0,000;26,280;18,590;11,480;100,000; 83,100;  45,850;17,259; 6,161; 6,950;0,729
2009-05-23;  0,000;26,480;18,350;11,020;100,000; 84,700;  48,440;17,181; 5,992; 6,950;0,841
2009-05-24;  0,000;28,710;19,410;11,840;100,000; 87,500;  51,830;15,771; 5,996; 7,700;0,877
2009-05-25;  0,000;29,390;20,140;13,400;100,000; 91,200;  52,710;13,298; 4,876;11,450;1,126
2009-05-26;  0,000;29,370;21,550;15,520;100,000; 91,400;  56,100;12,167; 4,780; 6,200;0,814
2009-05-27;  0,100;26,410;21,160;16,830;100,000; 94,500;  69,370; 9,584; 3,683; 4,700;0,491
2009-05-28;  0,000;27,010;20,990;16,910;100,000; 98,200;  72,000; 8,787; 3,158; 6,200;0,778
2009-05-29;  0,000;24,960;19,830;15,970;100,000; 91,700;  68,840;10,307; 3,351; 8,450;2,127
2009-05-30;  0,000;27,350;20,430;14,430;100,000; 90,400;  64,030;13,856; 5,732; 5,450;0,720
2009-05-31;  0,000;28,190;21,750;17,530;100,000; 88,600;  59,110; 8,764; 3,249; 8,450;2,016
2009-06-01;  0,000;17,640;14,510;10,750;100,000; 85,200;  60,740;15,997; 5,634; 8,450;2,592
2009-06-02;  0,000;18,210;12,410; 7,710;100,000; 83,400;  52,660;13,376; 4,106; 6,200;0,987
2009-06-03;  0,100;19,470;11,030; 3,364;100,000; 80,700;  36,130;16,341; 4,358; 7,700;0,852
2009-06-04;  0,000;24,180;12,890; 2,680;100,000; 78,100;  30,390;16,696; 5,034; 6,200;0,816
2009-06-05;  0,000;28,780;17,780; 7,590;100,000; 81,000;  38,520;12,834; 4,298; 9,950;1,476
2009-06-06;  0,000;26,500;18,750;13,120;100,000; 78,400;  44,450;14,827; 4,973; 4,700;1,011
2009-06-07;  0,000;24,000;15,990; 8,430;100,000; 83,900;  48,450;15,840; 4,604; 7,700;1,859
2009-06-08;  0,000;21,330;15,840;11,200;100,000; 88,300;  68,990; 8,093; 2,125; 5,450;0,631
2009-06-09;  0,000;27,140;18,070;10,580;100,000; 83,900;  36,840;12,415; 4,203; 4,700;0,641
2009-06-10; 31,400;22,360;15,420;12,280;100,000; 99,900;  73,900; 4,321; 0,150; 8,450;0,588
2009-06-11;  2,300;23,560;17,770;14,870;100,000; 99,900;  75,000;10,043; 3,838; 3,950;0,468
2009-06-12;  1,500;21,240;15,920;12,010;100,000; 99,500;  74,500; 8,302; 1,698; 5,450;0,806
