data;ppt;t_max;t_med;t_min;ur_max;ur_med;ur_min;rad_global;rad_liq;v_max;v_med
1997-01-01;  0,000;29,877;24,109;19,365; 91,398; 72,106;  44,437;20,178;; 9,950;2,863
1997-01-02;  0,400;25,066;22,003;19,856; 92,932; 77,646;  65,994; 9,742;; 9,200;2,110
1997-01-03;  0,000;26,612;21,758;18,531; 90,741; 72,727;  53,316;19,130;; 8,450;2,753
1997-01-04;  0,000;28,881;22,719;17,167; 99,899; 78,768;  51,089;23,157;; 7,700;0,961
1997-01-05;  0,000;30,334;23,417;18,534;100,000; 80,463;  40,342;22,363;; 7,700;1,039
1997-01-06;  0,300;29,896;23,259;18,354;100,000; 83,521;  50,218;21,084;; 6,950;0,787
1997-01-07;  2,900;31,285;24,784;18,246;100,000; 75,640;  46,115;26,854;; 8,450;0,862
1997-01-08; 12,600;31,740;24,244;20,082;100,000; 85,624;  52,561;19,033;; 9,950;0,843
1997-01-09;  1,100;28,422;22,791;19,853;100,000; 91,461;  60,903;16,012;; 3,200;0,358
1997-01-10; 25,800;27,369;21,832;19,462;100,000; 97,105;  69,904; 9,557;;14,450;0,605
1997-01-11;  6,500;27,775;22,523;19,940;100,000; 92,024;  64,462;18,647;; 6,200;0,685
1997-01-12; 10,900;29,040;23,295;20,540;100,000; 90,805;  60,970;18,697;; 9,200;0,741
1997-01-13;  2,000;28,389;22,893;20,469;100,000; 93,741;  64,867;15,767;; 7,700;1,072
1997-01-14;  1,100;30,449;24,291;20,600;100,000; 87,207;  56,654;21,487;; 8,450;0,804
1997-01-15;  0,400;30,693;23,924;20,774;100,000; 89,397;  54,641;19,820;; 7,700;0,822
1997-01-16;  0,100;28,344;23,873;20,878;100,000; 86,350;  60,567;19,336;; 8,450;1,237
1997-01-17;  5,800;26,911;22,997;20,171; 99,208; 87,084;  69,708; 9,105;; 9,200;1,508
1997-01-18;  0,000;29,371;23,757;17,142;100,000; 76,863;  52,901;23,045;; 6,950;1,301
1997-01-19; 19,200;29,718;23,761;20,330;100,000; 89,995;  63,039;18,331;; 9,200;0,655
1997-01-20; 30,300;30,227;23,480;20,137;100,000; 92,540;  59,359;17,459;; 9,200;0,870
1997-01-21;  1,000;29,354;23,846;20,703;100,000; 90,066;  60,702;15,116;; 6,950;0,630
1997-01-22; 19,400;29,854;23,601;20,565;100,000; 88,629;  55,720;17,105;; 8,450;0,957
1997-01-23; 19,500;28,511;23,074;19,930;100,000; 90,444;  61,507;20,198;; 6,950;1,161
1997-01-24; 27,300;28,541;21,713;19,623;100,000; 96,904;  69,229;12,530;; 7,700;0,922
1997-01-25;  2,700;26,098;22,609;20,077;100,000; 93,146;  74,094;13,056;; 5,450;0,890
1997-01-26; 16,500;24,553;21,659;20,389;100,000; 97,568;  81,764; 7,665;; 6,200;0,626
1997-01-27; 36,100;28,051;22,186;19,504;100,000; 94,510;  67,294;12,962;; 7,700;1,031
1997-01-28; 33,600;29,707;22,311;19,428;100,000; 93,346;  58,419;17,244;; 6,950;0,995
1997-01-29;  0,500;29,915;24,367;19,460;100,000; 82,793;  54,508;27,767;; 6,950;1,014
1997-01-30;  1,200;31,235;24,968;20,283;100,000; 79,619;  46,786;25,299;; 6,200;0,636
1997-01-31; 31,800;29,721;23,035;20,472;100,000; 93,120;  56,129;20,829;; 9,950;1,263
1997-02-01;  0,000;30,448;24,522;20,145;100,000; 78,652;  45,056;21,719;; 9,950;1,944
1997-02-02;  6,800;25,647;21,689;19,449;100,000; 92,855;  70,922;12,239;; 8,450;1,357
1997-02-03; 10,600;25,270;21,094;18,916;100,000; 94,842;  73,623;11,220;; 5,450;0,717
1997-02-04;  0,000;31,637;24,331;18,570;100,000; 81,055;  43,363;26,727;; 6,200;0,450
1997-02-05;  0,000;32,377;25,880;19,066;100,000; 71,083;  35,576;28,510;; 9,200;1,148
1997-02-06;  0,000;32,217;25,433;19,517; 99,882; 72,504;  39,604;26,558;; 6,200;0,856
1997-02-07;  0,000;32,479;25,099;18,588;100,000; 73,364;  36,315;26,487;; 8,450;1,050
1997-02-08;  0,000;32,204;24,357;18,941; 99,024; 75,222;  43,094;25,625;;11,450;1,162
1997-02-09;  0,700;32,295;23,783;18,556;100,000; 79,212;  42,155;25,174;; 8,450;0,735
1997-02-10;  0,100;32,547;24,128;17,579;100,000; 74,597;  37,187;27,218;; 8,450;0,943
1997-02-11;  0,000;32,410;24,545;18,416;100,000; 73,633;  37,456;25,592;; 7,700;0,941
1997-02-12; 13,300;32,912;23,200;17,832; 99,899; 77,481;  33,428;22,919;;10,700;0,954
1997-02-13;  3,300;30,428;23,026;18,897;100,000; 83,991;  51,015;23,191;; 8,450;0,922
1997-02-14;  3,200;31,695;22,694;18,615;100,000; 86,652;  47,595;15,829;; 6,950;0,658
1997-02-15;  4,200;29,525;22,692;19,563;100,000; 88,263;  54,042;16,381;; 6,950;0,767
1997-02-16; 28,500;29,587;22,280;18,884;100,000; 89,688;  56,395;15,748;; 8,450;0,913
1997-02-17;  9,600;30,251;22,122;17,599;100,000; 89,463;  53,109;19,312;;12,200;0,998
1997-02-18;  0,200;28,817;22,718;19,402;100,000; 87,986;  54,655;15,496;; 7,700;1,099
1997-02-19;  0,000;31,297;24,913;18,673;100,000; 79,373;  51,888;24,999;; 6,950;1,101
1997-02-20;  3,800;30,566;24,207;19,256;100,000; 86,308;  56,597;18,320;; 7,700;0,842
1997-02-21;  0,600;31,270;23,522;19,943;100,000; 88,850;  53,633;17,373;; 9,200;0,938
1997-02-22;  0,000;33,771;24,815;18,839;100,000; 81,146;  41,416;24,160;; 6,950;0,605
1997-02-23;  2,200;33,381;25,214;20,553;100,000; 84,011;  41,282;21,608;; 9,950;1,003
1997-02-24;  0,000;30,644;24,928;20,136;100,000; 81,075;  54,372;20,850;; 7,700;1,499
1997-02-25;  0,000;31,465;24,885;19,942;100,000; 81,837;  50,210;24,059;;10,700;1,328
1997-02-26;  0,000;32,195;25,084;19,607;100,000; 79,167;  47,525;23,274;; 6,950;1,336
1997-02-27;  0,000;32,126;24,797;18,684; 99,950; 75,019;  41,215;26,649;;28,700;2,019
1997-02-28;  0,000;30,120;23,570;18,241; 97,076; 75,235;  49,152;22,064;;10,700;2,485
1997-03-01;  0,000;29,592;22,796;17,626; 98,218; 75,684;  44,989;22,274;; 8,450;2,715
1997-03-02;  0,000;29,111;22,387;16,189;100,000; 75,977;  46,797;22,771;; 9,950;1,499
1997-03-03;  3,200;27,506;21,497;16,769;100,000; 85,239;  54,188;13,410;; 5,450;0,840
1997-03-04;  2,000;28,198;21,920;16,953;100,000; 84,144;  55,330;19,923;; 6,200;0,777
1997-03-05; 18,600;29,877;23,375;18,984;100,000; 86,738;  54,927;22,283;; 9,950;1,118
1997-03-06;  0,200;30,672;24,016;19,965;100,000; 86,346;  48,078;17,540;; 6,200;0,917
1997-03-07;  0,000;31,323;25,307;19,596;100,000; 78,964;  50,277;22,790;; 6,950;0,629
1997-03-08;  0,000;31,563;24,337;17,976;100,000; 74,836;  44,101;25,401;; 9,950;1,171
1997-03-09;  0,000;31,997;24,023;18,989;100,000; 78,829;  37,993;22,992;; 6,950;0,931
1997-03-10;  0,000;31,444;24,431;18,315;100,000; 76,698;  43,430;23,532;; 8,450;1,321
1997-03-11;  0,000;31,337;24,817;18,476;100,000; 72,337;  37,926;25,414;; 6,200;0,717
1997-03-12;  0,000;31,347;24,797;19,271;100,000; 73,935;  37,324;20,199;; 6,950;0,726
1997-03-13; 26,100;31,987;23,276;18,020;100,000; 79,324;  38,799;18,965;;14,450;1,183
1997-03-14;  0,000;30,090;23,876;18,242;100,000; 77,850;  48,602;20,316;;10,700;1,178
1997-03-15;  2,900;25,165;21,947;20,031;100,000; 91,522;  71,739; 8,506;; 5,450;1,067
1997-03-16;  0,000;27,740;22,415;19,021;100,000; 83,381;  58,289;15,498;; 7,700;1,638
1997-03-17;  0,000;28,401;21,985;17,516; 98,555; 77,990;  50,092;17,713;; 9,200;2,505
1997-03-18;  0,000;29,547;21,941;16,092; 96,672; 71,511;  41,833;22,559;; 9,200;2,809
1997-03-19;  0,000;29,724;23,008;16,124;100,000; 72,863;  41,558;21,397;; 8,450;1,596
1997-03-20;  0,000;31,299;23,540;17,986; 98,958; 75,229;  39,606;20,702;; 9,200;1,545
1997-03-21;  0,000;30,488;23,507;18,409; 95,594; 73,572;  44,989;21,537;; 9,200;1,920
1997-03-22;  0,000;30,036;22,533;15,342;100,000; 71,053;  35,381;22,950;; 8,450;1,504
1997-03-23;  0,000;30,537;23,020;15,943;100,000; 72,727;  35,446;22,938;; 6,200;0,996
1997-03-24;  0,000;30,473;23,053;16,693;100,000; 71,533;  30,481;22,416;; 7,700;1,447
1997-03-25;  0,000;29,499;22,636;16,954; 97,076; 71,449;  40,289;22,405;; 8,450;3,044
1997-03-26;  0,000;28,917;22,479;17,800; 95,933; 71,315;  39,147;19,595;; 9,200;2,576
1997-03-27;  0,000;28,423;21,701;16,362; 97,882; 68,029;  35,857;16,733;; 9,200;2,134
1997-03-28;  0,000;28,167;20,582;14,220; 96,418; 65,714;  29,012;21,620;; 9,950;2,330
1997-03-29;  0,000;27,293;21,017;15,942; 86,465; 66,234;  40,294;18,530;; 9,200;2,493
1997-03-30;  0,100;22,467;19,204;15,360; 91,831; 78,629;  62,086; 7,130;; 6,950;0,832
1997-03-31; 20,000;20,183;18,699;17,113;100,000; 98,321;  86,118; 4,437;; 8,450;1,262
1997-04-01;  0,000;28,398;22,193;18,197;100,000; 83,311;  50,697;15,017;; 8,450;1,684
1997-04-02;  4,500;27,984;21,759;17,189;100,000; 85,591;  48,548;15,347;; 9,950;0,952
1997-04-03;  0,000;27,855;22,131;17,450;100,000; 81,526;  48,145;21,087;; 7,700;1,006
1997-04-04;  0,000;30,422;23,166;16,768;100,000; 77,633;  38,006;21,707;; 9,200;1,700
1997-04-05;  0,000;28,126;21,413;15,995;100,000; 83,528;  56,055;15,479;; 6,950;1,214
1997-04-06;  0,000;26,696;18,715;13,417;100,000; 80,117;  43,379;19,575;; 9,950;2,280
1997-04-07;  0,000;26,194;19,769;15,286; 92,101; 74,668;  47,954;17,389;; 9,200;3,143
1997-04-08;  0,000;26,802;19,777;13,826; 97,710; 74,509;  43,445;19,631;; 9,200;2,321
1997-04-09;  0,000;27,291;19,766;12,675;100,000; 75,477;  39,220;19,444;; 9,950;1,833
1997-04-10;  0,000;27,302;20,141;12,994;100,000; 69,047;  30,284;20,023;; 6,950;1,026
1997-04-11;  0,000;27,695;20,128;13,334;100,000; 70,135;  32,975;17,901;; 6,950;0,637
1997-04-12;  0,000;28,639;20,561;13,159;100,000; 70,479;  33,508;18,686;; 7,700;1,152
1997-04-13;  0,000;29,033;21,155;15,087;100,000; 71,595;  30,888;20,694;; 6,950;0,743
1997-04-14;  0,000;29,644;21,447;13,190;100,000; 67,181;  28,739;20,966;; 7,700;1,365
1997-04-15;  0,000;29,081;21,700;13,828; 99,461; 70,847;  34,513;16,314;; 7,700;1,074
1997-04-16;  0,000;30,277;22,389;15,191;100,000; 76,021;  42,236;16,051;; 6,950;0,741
1997-04-17; 14,100;24,067;20,237;18,562;100,000; 95,227;  73,712; 6,820;;10,700;0,661
1997-04-18;  0,000;27,482;21,461;18,160;100,000; 87,355;  55,600;13,620;; 6,200;0,531
1997-04-19;  0,000;29,839;22,310;16,407;100,000; 79,719;  42,975;17,834;; 5,450;0,859
1997-04-20;  1,300;22,611;20,031;16,293;100,000; 91,402;  76,533; 7,988;; 6,950;0,808
1997-04-21;  0,000;27,637;21,554;18,091;100,000; 85,658;  56,675;14,500;; 6,950;0,928
1997-04-22;  0,000;27,766;21,266;15,401;100,000; 78,612;  46,332;17,886;; 8,450;1,589
1997-04-23;  0,000;28,536;21,079;14,988;100,000; 78,216;  43,109;20,099;; 6,950;1,478
1997-04-24;  0,000;28,626;20,451;13,741;100,000; 78,993;  37,939;19,377;; 3,950;0,655
1997-04-25;  0,000;29,285;21,564;13,076;100,000; 74,322;  42,776;17,740;; 8,450;1,318
1997-04-26;  0,000;29,125;22,385;17,212;100,000; 73,782;  36,461;17,006;; 6,950;0,998
1997-04-27;  0,000;28,334;19,623;12,290;100,000; 75,104;  32,305;18,410;; 5,450;0,696
1997-04-28;  0,000;28,514;20,366;13,126;100,000; 66,217;  29,008;18,468;;10,700;1,282
1997-04-29;  0,000;28,294;19,916;11,146;100,000; 64,244;  31,694;19,430;; 6,950;1,158
1997-04-30;  0,000;29,166;20,038;11,540;100,000; 71,110;  34,313;17,795;; 6,950;1,340
1997-05-01;  0,000;30,221;20,970;12,656;100,000; 70,965;  27,864;18,865;; 4,700;1,151
1997-05-02;  0,000;30,873;21,693;12,820;100,000; 70,922;  31,952;18,738;; 6,200;1,222
1997-05-03;  0,000;30,781;21,898;14,197;100,000; 69,552;  30,217;18,344;; 9,950;1,481
1997-05-04;  0,000;28,620;20,928;14,478;100,000; 73,699;  37,334;17,858;; 7,700;2,098
1997-05-05;  0,000;28,151;20,796;14,082;100,000; 76,475;  42,968;17,943;; 6,200;1,342
1997-05-06;  0,000;26,977;20,128;13,811;100,000; 76,040;  36,663;18,242;; 6,950;1,215
1997-05-07;  0,200;27,238;19,192;11,731;100,000; 76,077;  36,058;17,777;; 7,700;1,154
1997-05-08;  0,000;27,862;19,897;12,970;100,000; 76,183;  36,596;16,610;; 4,700;0,687
1997-05-09;  0,000;26,061;18,885;14,030;100,000; 81,105;  38,147;14,846;; 6,950;1,112
1997-05-10;  0,000;27,439;18,753;11,428;100,000; 77,398;  30,759;16,751;; 8,450;1,187
1997-05-11;  0,000;27,425;19,712;12,330;100,000; 77,124;  39,617;15,341;; 8,450;1,050
1997-05-12;  0,000;28,235;19,926;12,929;100,000; 73,020;  27,934;15,244;; 7,700;0,966
1997-05-13;  0,000;26,483;18,745;11,527;100,000; 71,479;  33,580;15,963;; 8,450;1,374
1997-05-14;  0,000;23,511;17,449;10,976;100,000; 80,067;  50,328;10,761;; 8,450;1,723
1997-05-15;  0,100;22,177;16,953;12,317;100,000; 84,240;  56,241; 7,437;; 6,200;0,601
1997-05-16;  1,800;22,349;17,279;13,903;100,000; 88,963;  63,297; 7,879;; 4,700;0,749
1997-05-17;  0,000;25,900;18,727;12,551;100,000; 79,070;  43,586;14,190;; 6,200;1,005
1997-05-18;  0,000;26,637;18,982;12,500;100,000; 75,665;  40,155;16,757;; 4,700;0,657
1997-05-19;  0,100;28,353;19,107;11,729;100,000; 74,037;  34,447;16,874;; 6,200;1,087
1997-05-20;  0,000;28,929;19,293;11,236;100,000; 74,899;  36,464;12,751;; 6,950;1,164
1997-05-21;  0,000;28,929;19,930;11,820;100,000; 72,093;  36,262;16,372;; 8,450;1,477
1997-05-22;  5,900;20,906;17,589;14,444;100,000; 90,560;  69,983; 4,718;;15,200;1,265
1997-05-23;  0,100;23,175;17,494;14,568;100,000; 82,597;  43,740;12,768;; 8,450;1,909
1997-05-24; 20,100;22,231;16,733;13,000;100,000; 90,296;  59,668; 8,155;; 9,950;1,684
1997-05-25; 14,800;18,597;15,647;13,788;100,000; 95,174;  82,944; 5,786;;11,450;1,582
1997-05-26;  0,000;22,460;15,813; 9,758;100,000; 82,539;  48,378;15,021;; 6,950;1,369
1997-05-27;  0,100;24,968;16,563; 9,165;100,000; 83,865;  46,474;15,853;; 7,700;0,584
1997-05-28; 11,900;19,063;16,759;13,457;100,000; 95,123;  82,422; 4,634;;10,700;1,579
1997-05-29;  0,100;21,686;16,353;12,561;100,000; 83,645;  51,403;13,692;; 7,700;1,494
1997-05-30;  0,000;20,131;14,465; 9,519;100,000; 84,014;  52,487;11,518;; 7,700;1,578
1997-05-31;  0,000;20,498;14,370; 9,271;100,000; 82,074;  51,815;12,451;; 9,200;2,624
1997-06-01;  0,000;20,955;14,130; 8,390;100,000; 78,580;  41,122;15,818;; 9,200;2,437
1997-06-02;  0,000;22,861;14,123; 5,846;100,000; 77,055;  39,496;16,318;; 4,700;0,754
1997-06-03;  2,900;18,468;13,073; 7,667;100,000; 92,015;  64,067; 6,331;; 5,450;0,821
1997-06-04; 12,000;18,489;15,091;12,765;100,000; 99,000;  85,849; 5,011;; 6,950;0,635
1997-06-05; 50,800;16,284;15,364;14,534;100,000; 99,000;  98,571; 1,517;; 8,450;1,159
1997-06-06;  0,600;20,545;16,753;14,327;100,000; 95,168;  73,591; 7,390;; 8,450;1,808
1997-06-07;  0,000;19,748;15,146; 9,878;100,000; 78,594;  41,800;16,735;; 9,200;2,031
1997-06-08;  0,000;15,917;10,272; 4,954; 96,568; 67,993;  39,613;16,852;; 9,200;2,303
1997-06-09;  0,000;19,649;11,157; 3,429;100,000; 79,691;  43,406;16,520;; 4,700;0,882
1997-06-10;  0,100;23,591;13,035; 5,112;100,000; 77,797;  31,442;15,393;; 4,700;0,644
1997-06-11;  5,200;26,152;14,749; 6,273;100,000; 82,613;  35,997;14,843;;10,700;1,485
1997-06-12;  5,400;23,551;17,830;14,072;100,000; 88,801;  61,136;13,625;; 7,700;1,196
1997-06-13;  0,100;26,719;18,093;11,619;100,000; 86,010;  42,639;14,836;; 6,200;1,043
1997-06-14; 14,600;22,018;16,497;14,374;100,000; 96,700;  68,896; 4,210;;12,200;1,026
1997-06-15;  8,700;18,713;16,424;14,706;100,000; 99,227;  86,521; 3,303;; 6,200;0,838
1997-06-16;  0,000;20,716;15,499;10,978;100,000; 81,154;  48,312;14,785;; 9,200;1,874
1997-06-17;  0,000;19,724;14,373; 7,999;100,000; 86,059;  57,720; 9,589;; 3,950;0,789
1997-06-18;  0,000;23,768;17,633;13,531; 97,764; 78,880;  54,207; 9,985;; 4,700;0,528
1997-06-19;  0,000;28,296;20,300;12,857;100,000; 78,862;  47,411;14,798;; 9,200;1,478
1997-06-20;  7,900;20,700;16,644;14,185;100,000; 96,836;  81,339; 3,015;; 9,200;1,092
1997-06-21;  0,100;28,554;20,268;13,492;100,000; 85,418;  51,100;15,918;; 7,700;1,277
1997-06-22;  0,000;28,468;21,571;15,210;100,000; 78,299;  48,686;12,941;; 6,950;1,204
1997-06-23;  0,000;28,979;20,634;13,236;100,000; 75,101;  43,042;14,326;;13,700;1,419
1997-06-24;  0,000;27,779;19,892;12,920;100,000; 76,743;  44,120;14,845;; 6,200;1,196
1997-06-25;  0,000;27,812;19,190;12,137;100,000; 78,566;  40,289;15,357;; 3,950;1,012
1997-06-26;  0,000;27,710;19,785;11,734;100,000; 70,166;  32,639;15,636;; 7,700;0,957
1997-06-27;  0,000;24,867;18,398;13,065;100,000; 81,514;  53,611; 7,539;; 5,450;1,225
1997-06-28;  0,200;24,287;18,679;15,070;100,000; 89,222;  62,807; 9,002;; 3,950;0,700
1997-06-29;  0,000;23,830;18,527;15,565;100,000; 91,969;  65,357; 9,974;; 6,200;0,906
1997-06-30;  0,000;23,259;16,344;13,936;100,000; 93,106;  63,430; 7,770;; 8,450;1,263
1997-07-01;  0,000;21,644;17,151;13,823; 97,310; 84,111;  65,447; 9,587;; 4,700;1,028
1997-07-02;  0,000;27,179;18,805;12,913;100,000; 78,749;  38,879;12,578;; 7,700;0,972
1997-07-03;  0,000;27,812;20,753;14,238; 95,075; 65,091;  33,849;15,231;;10,700;1,504
1997-07-04;  0,000;26,056;20,197;15,253; 91,832; 70,570;  48,962;14,896;; 9,950;1,646
1997-07-05;  0,000;24,260;18,105;13,137;100,000; 76,733;  47,019;15,753;; 9,200;2,380
1997-07-06;  0,000;26,171;17,968;11,188;100,000; 81,797;  49,572;11,474;; 6,200;0,522
1997-07-07;  0,000;26,072;18,993;14,991;100,000; 78,761;  40,094; 9,816;; 6,200;0,930
1997-07-08;  0,000;26,941;20,123;14,249;100,000; 70,413;  30,086;14,350;; 5,450;0,571
1997-07-09;  0,000;26,938;18,627;11,861;100,000; 75,930;  35,120;14,172;; 4,700;0,748
1997-07-10;  0,000;26,807;18,326;10,776;100,000; 73,799;  35,187;15,901;; 4,700;1,013
1997-07-11;  0,000;25,731;18,051;10,948;100,000; 76,626;  42,445;14,485;; 6,200;1,043
1997-07-12;  0,000;25,772;18,764;12,230;100,000; 73,971;  40,497;14,325;; 7,700;0,926
1997-07-13;  0,100;26,545;17,982;10,344;100,000; 77,801;  40,835;13,569;; 6,950;0,820
1997-07-14;  0,000;26,419;18,397;10,625;100,000; 70,931;  33,714;15,942;; 7,700;1,246
1997-07-15;  0,000;29,110;18,676;10,256;100,000; 73,795;  35,857;15,582;; 4,700;1,133
1997-07-16;  0,000;28,925;20,508;12,197;100,000; 71,224;  34,783;15,105;; 8,450;1,462
1997-07-17;  0,000;28,167;19,343;13,001;100,000; 79,226;  37,136; 9,710;; 3,950;0,900
1997-07-18;  0,000;26,513;19,217;13,289;100,000; 79,887;  43,519;15,476;; 9,200;1,676
1997-07-19;  0,100;27,024;18,210;11,027;100,000; 76,707;  34,851;15,270;; 7,700;0,895
1997-07-20;  0,000;27,329;19,084;11,943; 99,613; 71,518;  32,640;15,458;; 6,950;1,278
1997-07-21; 18,200;16,166;14,422;12,595;100,000; 97,429;  80,027; 2,270;; 7,700;1,031
1997-07-22;  0,100;22,453;16,088;12,067;100,000; 86,223;  54,274;16,138;; 4,700;0,799
1997-07-23;  0,200;22,843;14,750; 7,269;100,000; 85,522;  44,407;14,557;; 8,450;1,259
1997-07-24;  0,000;24,700;16,085; 8,616;100,000; 83,630;  50,706;16,020;; 7,700;1,016
1997-07-25;  0,100;24,068;16,330; 9,250;100,000; 80,442;  41,773;16,254;; 8,450;1,117
1997-07-26;  0,000;24,470;16,119; 8,639;100,000; 80,051;  39,355;16,445;; 3,950;0,727
1997-07-27;  0,100;24,504;15,814; 8,182;100,000; 80,599;  37,344;15,912;; 4,700;0,675
1997-07-28;  0,100;26,776;16,525; 7,740;100,000; 73,107;  22,497;17,065;; 3,950;0,948
1997-07-29;  0,000;27,657;17,532; 8,155;100,000; 68,765;  25,586;17,737;; 4,700;1,083
1997-07-30;  0,000;25,611;16,961; 8,522;100,000; 69,301;  30,160;13,277;; 4,700;1,143
1997-07-31;  0,000;29,114;19,116;11,237; 99,011; 69,050;  31,157;15,782;; 5,450;1,068
1997-08-01;  0,000;30,642;19,539;10,158;100,000; 67,019;  21,756;17,318;; 4,700;1,235
1997-08-02;  0,000;30,724;20,125;10,235;100,000; 65,133;  24,099;17,562;; 6,950;1,482
1997-08-03;  0,000;28,845;20,287;11,905; 97,992; 62,640;  29,416;12,392;; 8,450;1,666
1997-08-04;  0,000;27,323;20,423;14,768; 91,160; 69,053;  47,549;10,698;; 5,450;1,265
1997-08-05;  0,400;18,146;16,395;14,725; 96,218; 86,176;  75,496; 4,769;; 9,950;2,623
1997-08-06;  0,000;27,209;19,884;13,626; 95,763; 72,787;  41,296;17,099;; 6,200;1,430
1997-08-07;  0,100;28,262;20,067;12,316;100,000; 74,235;  36,864;16,434;; 6,200;0,771
1997-08-08;  0,200;19,176;15,557;11,963;100,000; 84,826;  68,840; 3,905;; 7,700;2,032
1997-08-09;  0,000;19,864;13,891;10,027; 91,489; 72,786;  42,615;16,674;;12,950;3,848
1997-08-10;  0,000;20,570;13,260; 6,489;100,000; 70,158;  31,989;18,857;; 9,200;2,070
1997-08-11;  0,000;24,472;14,895; 5,680;100,000; 69,100;  30,088;18,704;; 4,700;0,675
1997-08-12;  0,000;26,420;16,489; 7,018;100,000; 65,969;  27,063;18,180;; 5,450;1,149
1997-08-13;  0,000;27,822;18,056; 9,183; 98,721; 66,656;  26,322;18,010;; 6,950;1,041
1997-08-14;  0,100;29,095;18,305; 8,425;100,000; 66,249;  18,130;18,200;; 4,700;0,686
1997-08-15;  0,000;28,437;18,802; 9,448; 97,813; 59,607;  23,233;19,555;; 6,200;1,329
1997-08-16;  0,000;29,350;19,326; 9,135; 97,106; 58,497;  22,562;20,047;; 7,700;1,366
1997-08-17;  0,000;29,042;19,361; 8,786; 99,326; 58,041;  17,391;20,218;; 6,950;1,335
1997-08-18;  0,000;29,038;19,938;10,308; 96,342; 58,261;  26,322;19,927;; 6,950;1,286
1997-08-19;  0,000;30,036;21,120;10,845; 95,861; 55,102;  28,398;19,801;; 7,700;1,256
1997-08-20;  0,000;31,468;21,438;11,093; 95,981; 57,022;  25,110;18,691;; 6,950;1,373
1997-08-21;  0,100;23,471;18,852;14,081; 98,151; 78,161;  54,359; 6,482;; 4,700;0,561
1997-08-22;  0,000;30,448;22,136;15,737; 99,042; 69,786;  32,432;14,698;; 6,200;0,712
1997-08-23;  0,000;25,105;19,193;14,154;100,000; 82,537;  56,509; 9,950;; 6,950;1,518
1997-08-24; 15,500;23,835;18,847;15,389;100,000; 86,435;  58,724; 9,557;;21,200;1,321
1997-08-25;  0,100;24,663;17,910;11,521;100,000; 76,586;  39,624;20,367;; 6,950;1,380
1997-08-26;  0,000;27,600;18,345; 9,976;100,000; 70,826;  27,866;20,884;; 4,700;0,799
1997-08-27;  0,000;31,245;20,418; 9,977;100,000; 62,292;  19,936;20,520;; 7,700;1,116
1997-08-28;  0,000;30,791;21,027;11,078; 97,014; 53,160;  17,990;20,372;; 5,450;0,725
1997-08-29;  0,000;31,132;21,189;10,658; 99,425; 56,543;  22,495;20,539;; 6,950;1,102
1997-08-30;  0,000;31,740;21,759;11,902; 99,411; 57,087;  19,332;20,839;; 4,700;1,119
1997-08-31;  0,000;31,210;22,295;12,612; 98,724; 55,128;  20,944;19,606;; 5,450;1,218
1997-09-01;  0,000;30,974;22,105;12,652; 94,769; 51,385;  17,190;19,775;; 5,450;1,109
1997-09-02;  0,000;31,069;21,973;11,840; 93,356; 46,117;  13,569;20,090;; 6,200;1,203
1997-09-03;  0,000;32,608;22,715;12,296; 87,301; 46,099;  16,714;17,509;; 7,700;1,374
1997-09-04;  0,000;31,625;24,385;16,290; 88,067; 50,860;  24,438;17,161;; 9,950;0,720
1997-09-05;  0,000;31,393;22,057;17,150; 86,535; 65,238;  30,762;10,707;;10,700;1,419
1997-09-06;  1,700;28,814;20,816;15,205;100,000; 73,190;  40,557;19,954;; 9,950;1,863
1997-09-07;  0,000;29,795;20,760;12,641;100,000; 65,972;  27,529;13,740;; 7,700;0,910
1997-09-08;  0,000;33,586;22,641;10,963;100,000; 58,421;  21,014;12,278;; 6,200;1,378
1997-09-09;  0,000;36,025;26,726;15,671; 87,664; 49,450;  20,951;11,050;;12,200;1,892
1997-09-10;  0,100;31,562;24,064;17,232;100,000; 67,617;  43,833; 9,529;;13,700;1,431
1997-09-11;  0,000;26,426;19,244;14,303; 90,839; 72,921;  47,213;11,123;;12,950;2,636
1997-09-12;  0,000;29,221;20,244;12,314; 92,551; 65,143;  36,260;11,929;;18,200;1,260
1997-09-13;  0,000;33,447;25,357;16,170; 93,999; 63,412;  39,270; 9,214;; 9,950;2,041
1997-09-14; 35,000;24,689;21,789;19,486;100,000; 95,160;  70,889; 3,851;; 9,950;1,196
1997-09-15;  1,700;22,394;19,522;16,247;100,000; 96,600;  77,339; 5,160;; 8,450;1,346
1997-09-16;  0,000;25,500;19,067;14,037;100,000; 76,755;  39,288;16,782;; 9,200;1,985
1997-09-17;  0,000;28,591;19,944;12,415;100,000; 67,173;  23,837;17,100;; 5,450;0,983
1997-09-18;  0,000;27,046;19,528;13,470; 97,864; 69,027;  37,609;19,237;; 9,950;2,094
1997-09-19;  0,000;29,402;21,636;15,456; 91,444; 66,759;  34,581;18,670;; 6,950;1,517
1997-09-20; 24,000;26,559;19,748;16,373;100,000; 87,858;  58,571;10,100;;15,200;1,363
1997-09-21;  0,800;23,677;19,965;17,585;100,000; 89,007;  66,924; 8,148;; 9,200;1,313
1997-09-22;  0,000;24,760;19,242;14,794; 96,739; 80,802;  52,191;14,556;; 6,950;2,189
1997-09-23;  0,000;27,916;19,717;12,549;100,000; 73,857;  36,663;21,847;; 7,700;0,975
